B2X0	('Income', 'Tax', 'Cash', 'Products', 'Data', 'Accelerated Computing', 'Data Center', 'Non-GAAP')
A110X1	('Stock', 'Revenue', 'Directors', 'Equity', 'Common Stock', 'Securities', 'Assests')
A112X1	('Stock', 'Tax', 'Common Stock', 'Securities')
A113X1	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Equity', 'Common Stock', 'Securities', 'Assests')
A116X1	('Stock', 'Directors', 'Data', 'Management', 'Common Stock', 'Securities')
A117X1	('Stock', 'Directors', 'Data', 'Equity', 'Management', 'Securities', 'Financial Statements')
A118X1	('Products', 'Management', 'Securities')
A119X1	('Products', 'Data', 'Accelerated Computing')
A120X1	('Products', 'Data', 'Data Center')
A121X1	('Products', 'Data', 'Management', 'Accelerated Computing', 'Data Center')
A122X1	('Products', 'Data', 'Accelerated Computing', 'Data Center')
A123X1	('Products', 'Accelerated Computing')
A124X1	('Products', 'Revenue', 'Data', 'Data Center')
A125X1	('Tax', 'Cash', 'Products', 'Data', 'Accelerated Computing')
A126X1	('Products', 'Directors', 'Data', 'Management', 'Securities', 'Assests', 'Data Center')
A127X1	('Stock', 'Equity', 'Management')
A128X1	('Products', 'Directors', 'Data', 'Management')
A129X1	('Stock', 'Products', 'Revenue', 'Data', 'Common Stock', 'Securities', 'Accelerated Computing', 'Data Center')
A130X1	('Products', 'Revenue', 'Data')
A131X1	('Products', 'Revenue')
A132X1	('Products', 'Revenue', 'Management')
A133X1	('Tax', 'Products', 'Data', 'Data Center')
A134X1	('Stock', 'Products', 'Management', 'Assests')
A135X1	('Stock', 'Products', 'Revenue', 'Data', 'Equity', 'Securities', 'Assests')
A136X1	('Stock', 'Cash', 'Products', 'Revenue', 'Data', 'Assests', 'Data Center')
A137X1	('Stock', 'Products', 'Revenue', 'Management', 'Common Stock', 'Securities', 'Financial Statements')
A138X1	('Stock', 'Tax', 'Cash', 'Products', 'Data')
A139X1	('Tax', 'Products', 'Management')
A140X1	('Products', 'Revenue', 'Data')
A141X1	('Stock', 'Income', 'Tax', 'Cash', 'Products', 'Revenue', 'Data', 'Securities', 'Assests')
A142X1	('Stock', 'Cash', 'Directors', 'Data', 'Common Stock', 'Securities', 'Assests', 'Financial Statements', 'Data Center')
A143X1	('Stock', 'Tax', 'Cash', 'Directors', 'Equity', 'Common Stock', 'Securities', 'Financial Statements', 'Restricted Stock')
A144X1	('Stock', 'Data', 'Common Stock')
A145X1	('Stock', 'Products', 'Revenue', 'Data', 'Management', 'Common Stock', 'Financial Statements', 'Accelerated Computing')
A146X1	('Income', 'Cash', 'Products', 'Revenue', 'Data', 'Securities', 'Data Center')
A147X1	('Stock', 'Income', 'Cash', 'Products', 'Revenue', 'Data', 'Securities', 'Data Center')
A148X1	('Income', 'Tax', 'Products', 'Revenue', 'Directors', 'Management', 'Assests', 'Financial Statements')
A149X1	('Stock', 'Income', 'Tax', 'Products', 'Revenue', 'Management', 'Assests', 'Financial Statements')
A150X1	('Income', 'Tax', 'Revenue', 'Assests', 'Financial Statements')
A151X1	('Stock', 'Products', 'Revenue')
A152X1	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Securities', 'Financial Statements')
A153X1	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Securities', 'Financial Statements', 'Restricted Stock')
A154X1	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Common Stock', 'Financial Statements')
A155X1	('Income', 'Tax', 'Cash', 'Products', 'Assests', 'Financial Statements')
A156X1	('Data', 'Management', 'Securities', 'Financial Statements')
A157X1	('Stock', 'Directors', 'Management', 'Securities')
A158X1	('Directors', 'Equity')
A159X1	('Income', 'Cash', 'Equity', 'Financial Statements')
A160X1	('Income', 'Cash', 'Directors', 'Equity', 'Management', 'Securities', 'Assests', 'Financial Statements')
A161X1	('Products', 'Data', 'Management', 'Financial Statements')
A162X1	('Income', 'Tax', 'Revenue', 'Data', 'Financial Statements')
A163X1	('Income', 'Tax', 'Cash', 'Securities', 'Financial Statements')
A164X1	('Stock', 'Income', 'Tax', 'Cash', 'Equity', 'Common Stock', 'Securities', 'Assests', 'Financial Statements')
A165X1	('Stock', 'Income', 'Tax', 'Cash', 'Data', 'Equity', 'Common Stock', 'Financial Statements', 'Restricted Stock')
A166X1	('Stock', 'Income', 'Tax', 'Cash', 'Securities', 'Assests', 'Financial Statements', 'Restricted Stock')
A167X1	('Stock', 'Income', 'Tax', 'Cash', 'Products', 'Revenue', 'Equity', 'Management', 'Common Stock', 'Securities', 'Assests', 'Financial Statements')
A168X1	('Stock', 'Tax', 'Products', 'Revenue', 'Common Stock', 'Financial Statements', 'Restricted Stock')
A169X1	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Equity', 'Management', 'Securities', 'Assests', 'Financial Statements')
A170X1	('Income', 'Tax', 'Cash', 'Products', 'Equity', 'Securities', 'Assests', 'Financial Statements')
A171X1	('Income', 'Cash', 'Management', 'Assests', 'Financial Statements')
A172X1	('Income', 'Cash', 'Products', 'Revenue', 'Data', 'Equity', 'Assests', 'Financial Statements', 'Data Center')
A173X1	('Stock', 'Income', 'Tax', 'Cash', 'Revenue', 'Directors', 'Equity', 'Securities', 'Assests', 'Financial Statements')
A174X1	('Stock', 'Income', 'Revenue', 'Assests', 'Financial Statements')
A175X1	('Stock', 'Cash', 'Data', 'Assests', 'Financial Statements', 'Restricted Stock', 'Data Center')
A176X1	('Stock', 'Income', 'Cash', 'Revenue', 'Data', 'Equity', 'Financial Statements')
A177X1	('Stock', 'Cash', 'Directors', 'Equity', 'Common Stock', 'Financial Statements', 'Restricted Stock')
A178X1	('Stock', 'Income', 'Data', 'Equity', 'Financial Statements', 'Restricted Stock')
A179X1	('Cash', 'Securities', 'Assests', 'Financial Statements')
A180X1	('Cash', 'Securities', 'Financial Statements')
A181X1	('Cash', 'Securities', 'Assests', 'Financial Statements')
A182X1	('Income', 'Cash', 'Equity', 'Securities', 'Assests', 'Financial Statements')
A183X1	('Assests', 'Financial Statements')
A184X1	('Income', 'Tax', 'Revenue', 'Financial Statements')
A185X1	('Income', 'Cash', 'Assests', 'Financial Statements')
A186X1	('Products', 'Assests', 'Financial Statements')
A187X1	('Stock', 'Tax', 'Directors', 'Securities', 'Assests', 'Financial Statements')
A188X1	('Income', 'Tax', 'Financial Statements')
A189X1	('Stock', 'Income', 'Tax', 'Assests', 'Financial Statements')
A190X1	('Stock', 'Income', 'Tax', 'Revenue', 'Management', 'Assests', 'Financial Statements')
A191X1	('Stock', 'Income', 'Tax', 'Cash', 'Directors', 'Equity', 'Common Stock', 'Assests', 'Financial Statements')
A192X1	('Stock', 'Income', 'Tax', 'Revenue', 'Data', 'Assests', 'Financial Statements', 'Data Center')
A193X1	('Stock', 'Products', 'Revenue', 'Data', 'Financial Statements', 'Data Center')
A194X1	('Assests', 'Financial Statements')
A195X1	('Tax', 'Revenue', 'Assests')
A196X1	('Stock', 'Directors', 'Equity', 'Securities')
A197X1	('Stock', 'Equity', 'Restricted Stock')
A198X1	('Tax', 'Data', 'Management', 'Securities')
A199X1	('Securities',)
A200X1	('Securities',)
A201X1	('Directors', 'Management')
B5X2	('Accelerated Computing',)
B23X2	('Products', 'Data', 'Accelerated Computing', 'Data Center')
B24X2	('Accelerated Computing',)
B25X2	('Data', 'Accelerated Computing')
B27X2	('Revenue',)
B45X2	('Data', 'Data Center')
B47X2	('Tax', 'Data')
B50X2	('Data',)
B52X2	('Data', 'Data Center')
B54X2	('Accelerated Computing',)
B60X2	('Assests',)
B65X2	('Tax', 'Data', 'Data Center')
B67X2	('Accelerated Computing',)
B70X2	('Products', 'Data', 'Securities', 'Accelerated Computing', 'Data Center')
B71X2	('Stock',)
B73X2	('Directors',)
B77X2	('Stock', 'Directors')
B89X2	('Directors',)
B91X2	('Directors',)
B95X2	('Directors',)
B97X2	('Directors',)
B101X2	('Directors',)
B105X2	('Directors',)
B107X2	('Stock', 'Directors')
B119X2	('Management',)
B129X2	('Year 2023',)
B131X2	('Year 2023',)
B133X2	('Equity',)
B135X2	('Stock', 'Year 2023')
B155X2	('Directors',)
B157X2	('Equity',)
B163X2	('Management',)
B168X2	('Stock', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Directors', 'Equity', 'Management', 'Securities', 'Restricted Stock', 'Non-GAAP')
B171X2	('Accelerated Computing',)
B172X2	('Year 2023', 'Income', 'Revenue')
B181X2	('Year 2023',)
B184X2	('Revenue',)
B192X2	('Income',)
B200X2	('Year 2023',)
B202X2	('Data', 'Data Center')
B203X2	('Revenue',)
B207X2	('Revenue',)
B211X2	('Revenue',)
B215X2	('Revenue',)
B222X2	('Products',)
B223X2	('Data', 'Data Center')
B225X2	('Products',)
B227X2	('Year 2023',)
B228X2	('Stock', 'Year 2023')
B229X2	('Year 2023',)
B233X2	('Stock',)
B234X2	('Stock', 'Management')
B236X2	('Directors',)
B255X2	('Stock',)
B259X2	('Directors',)
B309X2	('Directors',)
B319X2	('Directors',)
B321X2	('Directors',)
B322X2	('Management',)
B349X2	('Stock', 'Directors', 'Management')
B351X2	('Stock', 'Year 2023', 'Directors')
B353X2	('Stock', 'Cash', 'Equity')
B355X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Revenue', 'Non-GAAP')
B357X2	('Year 2023',)
B359X2	('Year 2023', 'Income', 'Cash', 'Revenue', 'Non-GAAP')
B373X2	('Year 2023', 'Cash')
B374X2	('Revenue',)
B377X2	('Non-GAAP',)
B378X2	('Income',)
B387X2	('Non-GAAP',)
B389X2	('Income', 'Revenue', 'Non-GAAP')
B390X2	('Stock',)
B398X2	('Stock',)
B401X2	('Stock',)
B403X2	('Stock', 'Common Stock')
B404X2	('Stock',)
B407X2	('Stock',)
B408X2	('Stock',)
B415X2	('Stock',)
B421X2	('Stock', 'Directors')
B423X2	('Stock', 'Common Stock')
B427X2	('Directors',)
B438X2	('Stock',)
B441X2	('Stock',)
B443X2	('Stock', 'Directors', 'Common Stock')
B446X2	('Stock', 'Directors')
B447X2	('Stock', 'Directors')
B449X2	('Directors',)
B450X2	('Stock', 'Directors')
B476X2	('Directors', 'Management')
B503X2	('Directors',)
B513X2	('Directors',)
B520X2	('Management',)
B523X2	('Management',)
B525X2	('Management',)
B528X2	('Stock',)
B529X2	('Stock',)
B531X2	('Directors',)
B533X2	('Stock', 'Products', 'Directors', 'Management', 'Financial Statements')
B535X2	('Directors',)
B564X2	('Stock', 'Directors')
B565X2	('Stock',)
B566X2	('Stock',)
B571X2	('Directors',)
B572X2	('Directors', 'Management')
B576X2	('Management',)
B578X2	('Stock', 'Directors', 'Management')
B581X2	('Management',)
B587X2	('Management',)
B590X2	('Products', 'Directors', 'Accelerated Computing')
B592X2	('Management',)
B598X2	('Directors',)
B602X2	('Directors',)
B609X2	('Management',)
B612X2	('Directors',)
B614X2	('Stock', 'Data', 'Management')
B616X2	('Management',)
B618X2	('Directors', 'Management')
B620X2	('Directors', 'Management')
B623X2	('Management',)
B625X2	('Directors',)
B629X2	('Management',)
B635X2	('Management',)
B638X2	('Directors', 'Data')
B640X2	('Stock', 'Management')
B643X2	('Management',)
B647X2	('Data',)
B649X2	('Management',)
B652X2	('Stock',)
B658X2	('Directors',)
B659X2	('Stock', 'Revenue', 'Directors', 'Management')
B661X2	('Stock', 'Directors', 'Management')
B674X2	('Year 2023', 'Tax')
B680X2	('Management', 'Financial Statements')
B681X2	('Financial Statements',)
B694X2	('Year 2023', 'Equity', 'Management')
B698X2	('Management',)
B700X2	('Stock',)
B701X2	('Management',)
B703X2	('Management',)
B715X2	('Stock', 'Year 2023')
B716X2	('Directors',)
B727X2	('Stock', 'Cash', 'Directors', 'Management')
B729X2	('Year 2023', 'Directors', 'Management')
B731X2	('Directors',)
B733X2	('Stock', 'Year 2023', 'Cash', 'Directors', 'Equity', 'Management', 'Common Stock')
B735X2	('Stock', 'Year 2023', 'Directors')
B738X2	('Year 2022', 'Management')
B740X2	('Year 2023', 'Products', 'Data', 'Equity', 'Management', 'Assests', 'Data Center')
B744X2	('Stock', 'Year 2023', 'Equity', 'Management')
B752X2	('Year 2023',)
B753X2	('Year 2023',)
B756X2	('Products', 'Data', 'Management')
B757X2	('Stock', 'Products', 'Management')
B760X2	('Stock', 'Tax', 'Cash', 'Revenue', 'Directors', 'Equity', 'Common Stock')
B762X2	('Year 2023',)
B763X2	('Stock', 'Cash')
B790X2	('Stock', 'Year 2023', 'Financial Statements')
B791X2	('Directors',)
B816X2	('Stock', 'Directors')
B819X2	('Year 2023', 'Directors', 'Equity')
B820X2	('Equity',)
B821X2	('Year 2023', 'Directors')
B823X2	('Management',)
B824X2	('Stock', 'Directors', 'Common Stock', 'Securities')
B852X2	('Directors',)
B924X2	('Directors',)
B930X2	('Stock',)
B943X2	('Stock', 'Common Stock')
B945X2	('Stock', 'Common Stock')
B946X2	('Stock', 'Common Stock')
B947X2	('Stock', 'Common Stock')
B952X2	('Stock', 'Common Stock')
B956X2	('Stock', 'Common Stock')
B958X2	('Stock', 'Common Stock')
B960X2	('Stock', 'Common Stock')
B961X2	('Stock', 'Common Stock')
B962X2	('Stock', 'Common Stock')
B964X2	('Stock', 'Common Stock')
B966X2	('Stock', 'Common Stock')
B968X2	('Stock', 'Common Stock')
B970X2	('Stock', 'Common Stock')
B972X2	('Stock', 'Common Stock')
B974X2	('Stock', 'Common Stock')
B976X2	('Stock', 'Common Stock')
B978X2	('Stock', 'Common Stock')
B980X2	('Directors',)
B991X2	('Stock', 'Year 2023', 'Management')
B994X2	('Stock', 'Year 2023', 'Income', 'Revenue', 'Non-GAAP')
B1000X2	('Non-GAAP',)
B1002X2	('Stock',)
B1003X2	('Stock', 'Year 2023')
B1006X2	('Cash',)
B1008X2	('Equity',)
B1010X2	('Income', 'Revenue', 'Non-GAAP')
B1012X2	('Cash',)
B1013X2	('Year 2022', 'Income', 'Revenue', 'Non-GAAP')
B1014X2	('Year 2022', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Equity')
B1015X2	('Stock',)
B1016X2	('Cash', 'Equity')
B1018X2	('Stock',)
B1019X2	('Stock', 'Year 2023', 'Tax', 'Cash', 'Directors', 'Equity')
B1020X2	('Stock', 'Management')
B1022X2	('Year 2023', 'Cash')
B1023X2	('Year 2023', 'Equity', 'Management')
B1025X2	('Year 2023', 'Equity')
B1026X2	('Equity',)
B1027X2	('Revenue', 'Equity')
B1028X2	('Equity',)
B1029X2	('Equity',)
B1030X2	('Stock', 'Year 2022', 'Year 2023', 'Cash', 'Revenue', 'Data', 'Equity', 'Management')
B1031X2	('Stock', 'Data', 'Equity')
B1034X2	('Stock', 'Financial Statements')
B1035X2	('Stock', 'Year 2022', 'Year 2023')
B1036X2	('Cash',)
B1038X2	('Income', 'Cash', 'Revenue', 'Equity', 'Non-GAAP')
B1052X2	('Stock',)
B1054X2	('Cash',)
B1056X2	('Stock',)
B1058X2	('Stock',)
B1060X2	('Stock',)
B1062X2	('Stock',)
B1067X2	('Cash', 'Equity')
B1068X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Equity', 'Management', 'Common Stock', 'Non-GAAP')
B1070X2	('Stock', 'Year 2022', 'Year 2023', 'Income', 'Cash', 'Equity', 'Common Stock', 'Non-GAAP')
B1074X2	('Year 2023',)
B1075X2	('Income', 'Cash', 'Revenue', 'Non-GAAP')
B1077X2	('Stock', 'Year 2023', 'Income', 'Cash', 'Revenue', 'Management', 'Non-GAAP')
B1079X2	('Year 2023', 'Income', 'Non-GAAP')
B1101X2	('Non-GAAP',)
B1103X2	('Year 2023',)
B1107X2	('Revenue',)
B1108X2	('Year 2022', 'Year 2023', 'Income', 'Revenue', 'Management', 'Non-GAAP')
B1110X2	('Cash',)
B1112X2	('Year 2023',)
B1113X2	('Revenue',)
B1115X2	('Non-GAAP',)
B1116X2	('Income',)
B1126X2	('Year 2023',)
B1128X2	('Stock', 'Income', 'Revenue', 'Non-GAAP')
B1130X2	('Stock',)
B1132X2	('Non-GAAP',)
B1135X2	('Year 2022', 'Year 2023', 'Income', 'Revenue', 'Non-GAAP')
B1138X2	('Year 2022',)
B1142X2	('Year 2022', 'Year 2023')
B1143X2	('Year 2023', 'Cash', 'Equity')
B1149X2	('Year 2023',)
B1151X2	('Year 2022', 'Cash')
B1153X2	('Year 2022', 'Year 2023', 'Cash', 'Revenue')
B1155X2	('Year 2022',)
B1157X2	('Year 2022',)
B1159X2	('Year 2023', 'Income', 'Non-GAAP')
B1161X2	('Year 2022',)
B1163X2	('Year 2023', 'Equity')
B1165X2	('Year 2022',)
B1167X2	('Year 2022',)
B1169X2	('Year 2023',)
B1171X2	('Year 2022', 'Cash')
B1173X2	('Year 2022', 'Year 2023', 'Cash', 'Revenue')
B1175X2	('Year 2022',)
B1177X2	('Year 2022',)
B1179X2	('Year 2023', 'Income', 'Non-GAAP')
B1181X2	('Year 2022',)
B1183X2	('Year 2023',)
B1185X2	('Year 2022',)
B1186X2	('Year 2023',)
B1187X2	('Equity',)
B1189X2	('Year 2022',)
B1191X2	('Year 2022',)
B1193X2	('Year 2023',)
B1195X2	('Year 2022', 'Cash')
B1197X2	('Year 2022', 'Year 2023', 'Cash', 'Revenue')
B1199X2	('Year 2022',)
B1201X2	('Year 2022',)
B1203X2	('Year 2023', 'Income', 'Non-GAAP')
B1205X2	('Year 2022',)
B1207X2	('Year 2023',)
B1209X2	('Year 2022',)
B1210X2	('Year 2023',)
B1211X2	('Equity',)
B1213X2	('Year 2022',)
B1215X2	('Year 2022',)
B1218X2	('Year 2023',)
B1220X2	('Year 2022', 'Cash')
B1222X2	('Year 2022', 'Year 2023', 'Cash', 'Revenue')
B1224X2	('Year 2022',)
B1226X2	('Year 2022',)
B1228X2	('Year 2023', 'Income', 'Non-GAAP')
B1230X2	('Year 2022',)
B1232X2	('Year 2023',)
B1234X2	('Year 2022',)
B1235X2	('Year 2023',)
B1236X2	('Equity',)
B1238X2	('Year 2022',)
B1240X2	('Year 2022',)
B1242X2	('Year 2023',)
B1244X2	('Year 2022', 'Cash')
B1246X2	('Year 2022', 'Year 2023', 'Cash', 'Revenue')
B1248X2	('Year 2022',)
B1250X2	('Year 2022',)
B1252X2	('Year 2023', 'Income', 'Non-GAAP')
B1254X2	('Year 2022',)
B1256X2	('Year 2023',)
B1258X2	('Year 2022',)
B1259X2	('Year 2023',)
B1260X2	('Equity',)
B1262X2	('Year 2022',)
B1264X2	('Year 2022',)
B1265X2	('Stock', 'Year 2023', 'Revenue')
B1267X2	('Stock', 'Directors', 'Equity', 'Common Stock', 'Securities', 'Financial Statements')
B1268X2	('Tax',)
B1269X2	('Stock', 'Tax', 'Revenue', 'Directors', 'Equity', 'Financial Statements')
B1270X2	('Income', 'Non-GAAP')
B1271X2	('Year 2022', 'Year 2023', 'Income')
B1273X2	('Stock',)
B1285X2	('Income', 'Non-GAAP')
B1287X2	('Stock', 'Year 2023', 'Cash', 'Equity', 'Management', 'Non-GAAP')
B1291X2	('Cash',)
B1293X2	('Cash',)
B1295X2	('Cash',)
B1303X2	('Equity',)
B1305X2	('Stock',)
B1307X2	('Stock', 'Common Stock')
B1309X2	('Year 2023',)
B1310X2	('Stock',)
B1312X2	('Equity',)
B1470X2	('Stock', 'Year 2023', 'Financial Statements')
B1496X2	('Year 2023', 'Cash')
B1498X2	('Year 2023', 'Income')
B1500X2	('Year 2023', 'Income')
B1502X2	('Stock', 'Year 2023', 'Equity')
B1503X2	('Equity',)
B1505X2	('Equity',)
B1507X2	('Stock',)
B1509X2	('Stock',)
B1525X2	('Cash',)
B1549X2	('Cash',)
B1577X2	('Cash',)
B1603X2	('Cash',)
B1631X2	('Cash',)
B1639X2	('Year 2023', 'Cash')
B1645X2	('Stock', 'Financial Statements')
B1647X2	('Year 2023',)
B1649X2	('Equity',)
B1650X2	('Stock', 'Securities')
B1652X2	('Stock',)
B1654X2	('Equity',)
B1945X2	('Stock', 'Common Stock')
B1948X2	('Stock', 'Year 2023', 'Common Stock')
B1969X2	('Stock', 'Year 2023')
B1970X2	('Stock',)
B2004X2	('Tax',)
B2006X2	('Stock', 'Common Stock')
B2008X2	('Tax',)
B2010X2	('Tax',)
B2012X2	('Tax',)
B2014X2	('Tax',)
B2016X2	('Tax',)
B2017X2	('Stock',)
B2019X2	('Stock', 'Common Stock')
B2036X2	('Year 2022', 'Year 2023')
B2037X2	('Stock', 'Year 2023', 'Common Stock')
B2047X2	('Year 2022', 'Year 2023')
B2050X2	('Year 2022', 'Year 2023', 'Cash', 'Equity')
B2051X2	('Year 2023',)
B2052X2	('Stock', 'Year 2023', 'Management')
B2054X2	('Stock', 'Year 2023', 'Income', 'Revenue', 'Equity', 'Securities', 'Non-GAAP')
B2067X2	('Income', 'Non-GAAP')
B2115X2	('Year 2023',)
B2121X2	('Equity',)
B2129X2	('Equity',)
B2162X2	('Stock',)
B2164X2	('Stock', 'Equity', 'Common Stock')
B2166X2	('Year 2023',)
B2173X2	('Equity',)
B2183X2	('Equity',)
B2222X2	('Stock',)
B2224X2	('Stock', 'Equity', 'Common Stock')
B2226X2	('Year 2023',)
B2231X2	('Year 2023', 'Income', 'Non-GAAP')
B2232X2	('Year 2023', 'Income', 'Revenue', 'Non-GAAP')
B2237X2	('Securities',)
B2240X2	('Year 2023',)
B2242X2	('Directors', 'Management')
B2245X2	('Stock',)
B2250X2	('Stock', 'Financial Statements')
B2252X2	('Year 2023', 'Tax')
B2262X2	('Tax',)
B2277X2	('Financial Statements',)
B2281X2	('Tax',)
B2283X2	('Products',)
B2284X2	('Year 2023', 'Tax')
B2286X2	('Directors',)
B2287X2	('Management', 'Securities', 'Financial Statements')
B2288X2	('Financial Statements',)
B2289X2	('Year 2023', 'Directors', 'Management', 'Financial Statements')
B2291X2	('Equity',)
B2292X2	('Stock', 'Equity')
B2293X2	('Equity', 'Securities')
B2303X2	('Equity',)
B2312X2	('Stock', 'Common Stock')
B2314X2	('Stock',)
B2316X2	('Revenue',)
B2319X2	('Year 2023',)
B2320X2	('Directors',)
B2321X2	('Year 2023', 'Directors')
B2323X2	('Stock', 'Directors')
B2325X2	('Securities',)
B2328X2	('Securities',)
B2337X2	('Securities',)
B2338X2	('Stock', 'Common Stock')
B2339X2	('Securities',)
B2340X2	('Securities',)
B2342X2	('Stock', 'Directors', 'Data', 'Management', 'Common Stock', 'Securities', 'Financial Statements')
B2344X2	('Stock', 'Common Stock', 'Securities')
B2359X2	('Stock', 'Equity', 'Securities')
B2363X2	('Management',)
B2367X2	('Data', 'Financial Statements')
B2377X2	('Directors',)
B2381X2	('Stock', 'Management')
B2394X2	('Products',)
B2396X2	('Management',)
B2399X2	('Products', 'Data', 'Accelerated Computing')
B2401X2	('Products', 'Data', 'Accelerated Computing')
B2403X2	('Products', 'Data', 'Accelerated Computing', 'Data Center')
B2405X2	('Products', 'Data', 'Management', 'Data Center')
B2407X2	('Data', 'Accelerated Computing', 'Data Center')
B2409X2	('Products', 'Revenue', 'Data', 'Accelerated Computing', 'Data Center')
B2411X2	('Products',)
B2412X2	('Accelerated Computing',)
B2415X2	('Products',)
B2417X2	('Products',)
B2418X2	('Products',)
B2421X2	('Stock', 'Tax', 'Cash', 'Products', 'Directors', 'Data', 'Management', 'Data Center')
B2422X2	('Products', 'Data', 'Management', 'Securities', 'Assests', 'Data Center')
B2424X2	('Stock', 'Equity', 'Management')
B2449X2	('Products', 'Directors', 'Data', 'Management', 'Securities')
B2451X2	('Securities',)
B2454X2	('Stock', 'Common Stock')
B2456X2	('Revenue',)
B2459X2	('Products',)
B2462X2	('Stock', 'Data')
B2466X2	('Revenue',)
B2470X2	('Stock', 'Securities')
B2474X2	('Products',)
B2475X2	('Products', 'Data')
B2476X2	('Tax',)
B2478X2	('Cash',)
B2479X2	('Products', 'Accelerated Computing')
B2480X2	('Products',)
B2481X2	('Products',)
B2483X2	('Products',)
B2487X2	('Products', 'Revenue', 'Data', 'Data Center')
B2488X2	('Products', 'Revenue')
B2494X2	('Products',)
B2496X2	('Products',)
B2501X2	('Products', 'Revenue', 'Data', 'Data Center')
B2503X2	('Products', 'Revenue', 'Accelerated Computing')
B2505X2	('Products',)
B2506X2	('Products',)
B2510X2	('Products',)
B2514X2	('Products',)
B2515X2	('Products', 'Revenue', 'Data', 'Management', 'Data Center')
B2518X2	('Products',)
B2519X2	('Products',)
B2522X2	('Revenue',)
B2523X2	('Stock', 'Products', 'Revenue', 'Data', 'Assests')
B2525X2	('Tax', 'Products', 'Revenue', 'Data', 'Data Center')
B2527X2	('Products',)
B2528X2	('Products',)
B2529X2	('Management',)
B2530X2	('Assests',)
B2535X2	('Stock',)
B2538X2	('Equity', 'Securities')
B2542X2	('Assests',)
B2543X2	('Products', 'Revenue', 'Data', 'Management')
B2544X2	('Stock', 'Cash', 'Products', 'Management', 'Financial Statements')
B2546X2	('Stock', 'Securities')
B2547X2	('Products', 'Revenue')
B2552X2	('Stock', 'Tax', 'Cash', 'Products', 'Data')
B2553X2	('Products', 'Revenue', 'Data', 'Management', 'Data Center')
B2555X2	('Products', 'Data', 'Management')
B2557X2	('Data',)
B2559X2	('Data',)
B2561X2	('Products', 'Revenue', 'Data')
B2563X2	('Stock', 'Income', 'Tax', 'Cash', 'Products', 'Revenue', 'Securities', 'Assests')
B2565X2	('Stock', 'Directors', 'Common Stock')
B2569X2	('Data', 'Assests', 'Financial Statements', 'Data Center')
B2571X2	('Financial Statements',)
B2574X2	('Stock', 'Equity', 'Securities')
B2575X2	('Stock', 'Common Stock')
B2577X2	('Stock', 'Cash', 'Directors', 'Equity', 'Common Stock', 'Securities')
B2596X2	('Stock', 'Tax', 'Equity', 'Common Stock', 'Restricted Stock')
B2598X2	('Stock', 'Equity', 'Common Stock', 'Financial Statements')
B2599X2	('Stock', 'Common Stock')
B2603X2	('Stock',)
B2604X2	('Data',)
B2614X2	('Management',)
B2615X2	('Stock', 'Products', 'Revenue', 'Data', 'Common Stock', 'Financial Statements', 'Accelerated Computing', 'Data Center')
B2617X2	('Products', 'Revenue', 'Management')
B2622X2	('Revenue', 'Data')
B2626X2	('Income',)
B2628X2	('Income',)
B2630X2	('Income',)
B2633X2	('Revenue', 'Data', 'Data Center')
B2635X2	('Products', 'Data', 'Data Center')
B2638X2	('Data', 'Data Center')
B2639X2	('Cash', 'Products', 'Revenue', 'Data', 'Securities', 'Accelerated Computing', 'Data Center')
B2641X2	('Products', 'Revenue')
B2643X2	('Income', 'Tax', 'Products', 'Revenue', 'Directors', 'Management', 'Assests', 'Financial Statements')
B2645X2	('Tax', 'Products', 'Revenue', 'Management', 'Financial Statements')
B2647X2	('Income', 'Tax', 'Assests')
B2649X2	('Income', 'Tax', 'Management', 'Assests', 'Financial Statements')
B2651X2	('Income',)
B2657X2	('Income', 'Revenue')
B2662X2	('Income', 'Tax', 'Revenue')
B2663X2	('Revenue',)
B2677X2	('Stock', 'Revenue', 'Data', 'Data Center')
B2690X2	('Revenue',)
B2696X2	('Revenue',)
B2700X2	('Revenue',)
B2702X2	('Revenue',)
B2703X2	('Income', 'Data', 'Data Center')
B2708X2	('Income',)
B2712X2	('Income',)
B2719X2	('Income', 'Tax', 'Cash', 'Equity', 'Securities', 'Financial Statements')
B2721X2	('Stock', 'Income', 'Tax', 'Financial Statements')
B2727X2	('Cash',)
B2729X2	('Securities',)
B2733X2	('Cash', 'Securities')
B2739X2	('Cash',)
B2741X2	('Cash',)
B2743X2	('Cash',)
B2747X2	('Income', 'Tax', 'Cash', 'Securities')
B2749X2	('Stock', 'Income', 'Tax', 'Cash', 'Directors', 'Common Stock', 'Securities', 'Financial Statements')
B2766X2	('Financial Statements',)
B2768X2	('Income', 'Tax', 'Cash', 'Revenue', 'Financial Statements')
B2770X2	('Financial Statements',)
